cohort,group,n,low_smi_n,low_smi_rate,male_pct,PatientAge_mean,PatientAge_sd,Height_mean,Height_sd,Weight_mean,Weight_sd,BMI_mean,BMI_sd,TAMA_mean,TAMA_sd,IMATA_mean,IMATA_sd,SMI_mean,SMI_sd,IMATA_fraction_mean,IMATA_fraction_sd,TAMA_per_weight_mean,TAMA_per_weight_sd,IMATA_per_weight_mean,IMATA_per_weight_sd,log_TAMA_to_IMATA_mean,log_TAMA_to_IMATA_sd,clinical_score_mean,clinical_score_sd,aec_score_mean,aec_score_sd,q
gangnam_internal,AEC+ lowSMI,80,80,1.0,0.6875,60.4375,13.848953486030194,168.255,6.070428425228549,56.586875000000006,9.392461775915052,19.886125,2.418617396522132,104.9625,23.087858472815523,7.425,3.4080136387675037,34.194624999999995,6.856915375384902,0.06837645277107016,0.034199730722276535,1.856423634922296,0.3127819773327699,0.13303101885985583,0.06410478271885664,2.7309016977295406,0.5461304914784662,-0.28328102795748095,1.0337566448381872,1.4025073762366387,0.21557684828831689,0.2
gangnam_internal,AEC- lowSMI,49,49,1.0,0.42857142857142855,56.816326530612244,17.335745188035325,163.57551020408164,8.827455527411926,61.71632653061224,12.853393633245519,22.833673469387755,3.0562065906102944,94.04081632653062,26.735556212399896,8.183673469387756,3.8819747411796066,31.737959183673468,7.234639757096822,0.08078934034232967,0.032375708508293376,1.5383810484672227,0.3240773343718947,0.1322786131563439,0.05444668628196755,2.505327938803194,0.42376117379130535,-2.439302809970336,0.8545324341185578,-0.3974137213285032,0.7543802130760228,0.2
gangnam_internal,C+A+ lowSMI,75,75,1.0,0.6933333333333334,61.373333333333335,13.572401780454706,168.25733333333332,5.928154841079965,56.17799999999999,9.251929090297434,19.743866666666666,2.404021907831402,104.56,23.04123213672347,7.56,3.465037732332287,34.01306666666666,6.877047797886417,0.06965563854575428,0.0346852078537477,1.862837553409499,0.3177659384465089,0.13593334992330947,0.06482339872107293,2.710734313092484,0.5476464089623905,-0.1773680061225213,0.9750865999432905,1.4272672824637485,0.19138820095783848,0.2
gangnam_internal,other lowSMI,54,54,1.0,0.4444444444444444,55.851851851851855,17.038698913264575,164.0055555555556,8.847543453254847,61.809259259259264,12.566055932753972,22.75833333333334,2.950904402459157,95.61111111111111,26.862625131040666,7.925925925925926,3.800952471752668,32.217592592592595,7.280280404921482,0.07786335199126289,0.032578921559105835,1.5589212159808368,0.32131113565291736,0.12831726498520568,0.05393573205256599,2.5542246544033977,0.45068741631331627,-2.3867725827028865,0.8368275985874795,-0.26514311909160565,0.8332712961328976,0.2
sinchon_external,AEC+ lowSMI,97,97,1.0,0.7938144329896907,62.95876288659794,13.708207339167592,168.89793814432988,6.7878564882050485,57.66134020618557,9.751403491812725,20.079690721649484,2.3481958737898867,107.43298969072166,22.931013940592393,8.8659793814433,5.071630379661334,34.29525773195876,6.609562058863328,0.07706947977987644,0.03931019322253365,1.8677552661716967,0.2889760832157972,0.1555155084353934,0.0861740606233668,2.6142065850103418,0.5741172686455229,-0.16919975341203886,0.8644739160869622,1.4354725711721854,0.20783699711121248,0.2
sinchon_external,AEC- lowSMI,44,44,1.0,0.4772727272727273,61.54545454545455,13.68831541345943,161.22045454545454,7.5267763736729405,59.573863636363626,11.540605001252146,22.72068181818182,2.7418016464541966,93.93181818181819,22.777383445368265,8.75,4.1435014964595815,32.32840909090908,6.230438389586005,0.08648552699637412,0.037742928040840375,1.57841196362902,0.2316021352312485,0.14860206332114695,0.06377535125195875,2.4597885180262375,0.5222163354909488,-2.29163075669746,0.7120682980421364,-0.11885462603325293,0.5534596406227617,0.2
sinchon_external,C+A+ lowSMI,94,94,1.0,0.7978723404255319,62.98936170212766,13.73442005371362,169.13510638297873,6.756386185649562,57.67925531914893,9.8284161468477,20.022872340425536,2.3273703940863673,107.70212765957447,23.079493195845444,8.925531914893616,5.133150454155031,34.26606382978723,6.620661406404011,0.07731838085946037,0.039664655013754185,1.8721375414336656,0.2916226324261453,0.15639554350743357,0.08701690673625725,2.6125872673618553,0.5788163903595479,-0.12128945545341252,0.8344639446883341,1.4529750634275183,0.1858402971434416,0.2
sinchon_external,other lowSMI,47,47,1.0,0.48936170212765956,61.57446808510638,13.634586266025766,161.23617021276596,7.2877629874812815,59.41595744680851,11.31392690440193,22.665744680851066,2.7231597253772586,94.25531914893617,22.410661365312542,8.638297872340425,4.050901842235894,32.51234042553191,6.268142437813739,0.0853867005467915,0.03728014546136492,1.5881161345439774,0.22939744779019844,0.14728327690776324,0.06297707123411636,2.472883625683897,0.5175557725218894,-2.2519770332560687,0.7054720319903789,-0.05464723625420925,0.5900877648181243,0.2
gangnam_internal,AEC+ lowSMI,90,90,1.0,0.6555555555555556,59.94444444444444,14.728525492086307,167.43444444444444,6.528935785936242,56.32388888888889,9.535422510797604,19.983999999999998,2.448855637350693,102.62222222222222,24.55883912720439,7.4,3.3713932038300514,33.68288888888888,7.268773638808316,0.06975342028566263,0.03324753320909259,1.8251181145659083,0.3422888999760043,0.13309506607147636,0.06271175772046554,2.702529469883689,0.5330503167443309,-0.45092826520333507,1.0946171334394734,1.3184840071875448,0.3151598356745414,0.25
gangnam_internal,AEC- lowSMI,39,39,1.0,0.4358974358974359,57.02564102564103,16.572785522446413,164.26923076923077,9.24878808123853,63.63846153846154,12.722557988917817,23.363589743589742,2.946795304072302,96.64102564102564,25.850264357283283,8.435897435897436,4.03142179304204,32.288974358974365,6.599228341999657,0.08079451468590076,0.03467812028784145,1.529075175839637,0.2824569072971235,0.13193788735939596,0.05546510322162379,2.5129628853894292,0.44312602073685725,-2.605250668124226,0.8554650271690406,-0.6650318690524256,0.5970182416096178,0.25
gangnam_internal,C+A+ lowSMI,82,82,1.0,0.6829268292682927,60.8780487804878,13.798720860293797,168.06463414634146,5.883548353036911,56.446951219512194,9.18729109970276,19.889512195121952,2.416153918753667,104.54878048780488,22.613309988099623,7.524390243902439,3.400165608733966,34.112439024390234,6.786035145065433,0.06934274642982098,0.033927778821258574,1.8538688175284932,0.3087680133517291,0.13484725952835522,0.06336173431859411,2.7132741454500664,0.5429929414694931,-0.2878577860403469,1.0011272188021223,1.3696851132144399,0.2667882199396552,0.25
gangnam_internal,other lowSMI,47,47,1.0,0.425531914893617,55.8936170212766,17.327076125749844,163.70851063829787,9.262003487536873,62.17872340425532,13.08867642310666,22.9531914893617,3.0259508792120635,94.29787234042553,27.77464819455279,8.042553191489361,3.9395290317085334,31.776808510638297,7.397166351228832,0.07963167428115844,0.03329506166352653,1.5293046623689612,0.32883923566453677,0.12907783557711042,0.05531901820206519,2.5264835083577513,0.4374739056476645,-2.523063435528436,0.8113549360811385,-0.4167417346755241,0.7847156733850732,0.25
sinchon_external,AEC+ lowSMI,104,104,1.0,0.7788461538461539,63.00961538461539,13.627852114280268,168.4576923076923,7.002131330283815,57.62625,9.844022994365274,20.172499999999996,2.3758946194472617,106.5,22.845619494710302,8.951923076923077,4.986155216064335,34.09567307692308,6.5470102513963955,0.0786534693946276,0.0395432205908453,1.8527387132648758,0.28744277009169983,0.15734604896330145,0.08501245928556599,2.5910148743918366,0.5738161194919321,-0.26053289662124385,0.9023287690247952,1.3818290493879508,0.28482809055150893,0.25
sinchon_external,AEC- lowSMI,37,37,1.0,0.4594594594594595,61.13513513513514,13.876763475845674,161.00540540540538,7.597036920403241,60.034324324324324,11.579288632088987,22.95945945945946,2.7402807499576736,94.0,23.7369847378399,8.486486486486486,4.220463518656725,32.5172972972973,6.449073425543243,0.08381464620127585,0.03745436272233448,1.5658800280752536,0.24160533179849256,0.1421488111400074,0.06203433305803328,2.495761800065042,0.5251724446610736,-2.436451571001261,0.6836711234389242,-0.262134737246162,0.48117265345404575,0.25
sinchon_external,C+A+ lowSMI,104,104,1.0,0.7788461538461539,63.00961538461539,13.627852114280268,168.4576923076923,7.002131330283815,57.62625,9.844022994365274,20.172499999999996,2.3758946194472617,106.5,22.845619494710302,8.951923076923077,4.986155216064335,34.09567307692308,6.5470102513963955,0.0786534693946276,0.0395432205908453,1.8527387132648758,0.28744277009169983,0.15734604896330145,0.08501245928556599,2.5910148743918366,0.5738161194919321,-0.26053289662124385,0.9023287690247952,1.3818290493879508,0.28482809055150893,0.25
sinchon_external,other lowSMI,37,37,1.0,0.4594594594594595,61.13513513513514,13.876763475845674,161.00540540540538,7.597036920403241,60.034324324324324,11.579288632088987,22.95945945945946,2.7402807499576736,94.0,23.7369847378399,8.486486486486486,4.220463518656725,32.5172972972973,6.449073425543243,0.08381464620127585,0.03745436272233448,1.5658800280752536,0.24160533179849256,0.1421488111400074,0.06203433305803328,2.495761800065042,0.5251724446610736,-2.436451571001261,0.6836711234389242,-0.262134737246162,0.48117265345404575,0.25
